run_id	method	method_specific_params	dataset	num_given_topics	reduced	topic_num	topic_size	topic_words	word_scores	num_detected_topics	num_final_topics	duration_secs	diversity_unique	diversity_inv_rbo	coherence_npmi	coherence_v	rand_index
1658695952	lda	{'alpha': 'asymmetric'}	yahoo	10	False	0	10662	['game', 'player', 'le', 'de', 'one', 'play', 'world', 'cup', 'nthe', 'win']	"[0.17348453 0.14627811 0.11002881 0.10816138 0.09307457 0.08500496
 0.07525608 0.07466279 0.07186874 0.0621801 ]"	10	10	249.24	0.8	0.9535447221657143	0.030649280905400488	0.561868769463546	0.8113739534547798
1658695952	lda	{'alpha': 'asymmetric'}	yahoo	10	False	1	7759	['good', 'question', 'answer', 'one', 'help', 'best', 'would', 'luck', 'get', 'point']	"[0.17204541 0.17026067 0.12603065 0.10829895 0.08716928 0.08716641
 0.07114439 0.06115415 0.05959141 0.05713867]"	10	10	249.24	0.8	0.9535447221657143	0.030649280905400488	0.561868769463546	0.8113739534547798
1658695952	lda	{'alpha': 'asymmetric'}	yahoo	10	False	2	7462	['god', 'life', 'one', 'people', 'day', 'jesus', 'time', 'body', 'religion', 'year']	"[0.24564777 0.10754494 0.10114437 0.09895961 0.09602729 0.08044188
 0.07722689 0.07281791 0.06021894 0.05997045]"	10	10	249.24	0.8	0.9535447221657143	0.030649280905400488	0.561868769463546	0.8113739534547798
1658695952	lda	{'alpha': 'asymmetric'}	yahoo	10	False	3	3072	['water', 'use', 'line', 'site', 'mass', 'free', 'mile', 'gas', 'try', 'one']	"[0.1618773  0.10975461 0.10546584 0.10301574 0.10074913 0.09084636
 0.08623248 0.08299705 0.08280651 0.07625495]"	10	10	249.24	0.8	0.9535447221657143	0.030649280905400488	0.561868769463546	0.8113739534547798
1658695952	lda	{'alpha': 'asymmetric'}	yahoo	10	False	4	2803	['number', 'state', 'law', 'cell', 'call', 'coach', 'na', 'would', 'court', 'ask']	"[0.18347764 0.16252775 0.12399168 0.10297748 0.09607811 0.07542266
 0.07151905 0.06656608 0.06138011 0.05605951]"	10	10	249.24	0.8	0.9535447221657143	0.030649280905400488	0.561868769463546	0.8113739534547798
1658695952	lda	{'alpha': 'asymmetric'}	yahoo	10	False	5	4187	['people', 'sport', 'league', 'many', 'would', 'money', 'get', 'also', 'high', 'make']	"[0.14631368 0.14112121 0.11909281 0.09369568 0.09258398 0.08826409
 0.08525584 0.08397676 0.07876268 0.07093329]"	10	10	249.24	0.8	0.9535447221657143	0.030649280905400488	0.561868769463546	0.8113739534547798
1658695952	lda	{'alpha': 'asymmetric'}	yahoo	10	False	6	6163	['team', 'get', 'time', 'go', 'like', 'ball', 'one', 'back', 'take', 'season']	"[0.17879732 0.12782155 0.12281752 0.11411196 0.11233764 0.0972189
 0.06818374 0.06273147 0.05810966 0.05787022]"	10	10	249.24	0.8	0.9535447221657143	0.030649280905400488	0.561868769463546	0.8113739534547798
1658695952	lda	{'alpha': 'asymmetric'}	yahoo	10	False	7	4099	['link', 'form', 'information', 'check', 'number', 'website', 'type', 'use', 'must', 'engine']	"[0.14171484 0.13396972 0.12707363 0.11400257 0.08748126 0.0856899
 0.08399078 0.0755362  0.07547317 0.07506794]"	10	10	249.24	0.8	0.9535447221657143	0.030649280905400488	0.561868769463546	0.8113739534547798
1658695952	lda	{'alpha': 'asymmetric'}	yahoo	10	False	8	10530	['would', 'think', 'like', 'know', 'say', 'ni', 'want', 'one', 'make', 'love']	"[0.16844508 0.15407777 0.10913467 0.10266364 0.0852023  0.08007428
 0.07629301 0.07623778 0.07582729 0.07204418]"	10	10	249.24	0.8	0.9535447221657143	0.030649280905400488	0.561868769463546	0.8113739534547798
1658695952	lda	{'alpha': 'asymmetric'}	yahoo	10	False	9	3263	['not', 'do', 'know', 'is', 'can', 'think', 'people', 'like', 'christian', 'are']	"[0.28350112 0.11031518 0.09422234 0.08493918 0.08031791 0.07737375
 0.07662971 0.07179642 0.06770003 0.05320438]"	10	10	249.24	0.8	0.9535447221657143	0.030649280905400488	0.561868769463546	0.8113739534547798
