tweet_id	tweet_text	original_filename
1065699171234013185	RT @KZagaris: Cal Fire map now shows images of homes destroyed in Camp Fire	california_wildfires_2018_dev.tsv
1067201331805528065	RT @stevegiovinco: Massive Collection of Photobooks Destroyed in California Wildfire  @artforum	california_wildfires_2018_dev.tsv
1065264095715299329	The Camp fire burned homes but left trees standing. The science behind the fire’s path – Los Angeles Times	california_wildfires_2018_dev.tsv
1064995469804232704	Not only humans who lost their homes as fires tear through California — the fires are destructive enough to wipe out whole swaths of wildlife habitat, as well, taking a toll on Southern Californias well-loved &amp; closely tracked mountain lions and bobcats.	california_wildfires_2018_dev.tsv
1063175276023050240	Devastation from Deadly Camp and Woolsey Fires Seen from Space	california_wildfires_2018_dev.tsv
1062115991319126016	California Fires Update: The #CampFire is currently active on 109,000 acres and is 25 percent contained. #WoolseyFire is active on 83,275 acres and is 10 percent contained. The #HillFire remains active on 4,531 acres and is 70 percent contained.	california_wildfires_2018_dev.tsv
1064412773176811520	RT @TODAYshow: Liam Hemsworth posts harrowing picture of home destroyed in California wildfires	california_wildfires_2018_dev.tsv
1065268529983905792	RT @Independent: This is what the California wildfires damage looks like from space	california_wildfires_2018_dev.tsv
1066556492806012928	Drones photograph the damage in Paradise caused by the Camp Fire #Robotics	california_wildfires_2018_dev.tsv
1061701385325035521	Bachelor Mansion Damaged, But Should Be OK Following California Wildfire	california_wildfires_2018_dev.tsv
1064388325702807552	.@yamphoto with another amazing image of a flag left amid terrible destruction.	california_wildfires_2018_dev.tsv
1062116396153405441	BREAKING: @Phillies manager Gabe Kaplers California home has been destroyed by the raging Woolsey wildfire near Malibu. His family is safe, the team says.	california_wildfires_2018_dev.tsv
1064172873844252674	I liked a @YouTube video  Pres. Trump Tours Fire Damage &amp; Connects with Californias Leaders	california_wildfires_2018_dev.tsv
1064173412145344512	How awkward: Donald Trump surveys California fire damage with Gavin Newsom, who was once marrie  via @YahooEnt	california_wildfires_2018_dev.tsv
1063134281940242433	So its ok for celebrities to protect their fire damaged material belongings with firearms, but I cant protect my family by legally carrying a weapon? #Hypocrisy	california_wildfires_2018_dev.tsv
1066830978407165954	9️⃣3️⃣ TWISTED STEEL IN MALIBU BUT HOW❓ ✳️ Bridge at Mulholland Highway &amp; Troutdale Drive. ✳️ Wildfires don’t reach temperatures that melt steel. ✳️ Nor was there anything to burn under bridge. ✳️ Can anyone explain bridge damage absent a DEW strike❓	california_wildfires_2018_dev.tsv
1062386106623119362	EDITORIAL: Fires leave trails of destruction throughout California→	california_wildfires_2018_dev.tsv
1061648233145847815	Firefighters from across the Greater Salt Lake City area are arriving at the Maverik Center as they prepare to leave for California. The fires there have killed at least 23 people and destroyed more than 6,000 structures.	california_wildfires_2018_dev.tsv
1065258538426138624	The Camp Fire has destroyed around 13,000 homes alone, while the Woolsey Fire destroyed more than 1,600 structures.	california_wildfires_2018_dev.tsv
1061692697021304832	California Hasn’t Seen Fires Like This: Pictures of a State in Flames - The New York Times Federal forests are burning due to federal neglect and mismanagement of forests combined with record drought, heat waves, and dry winds. ⁦@realDonaldTrump⁩	california_wildfires_2018_dev.tsv
1065763688433381376	The #California #CampFire burned homes but left trees standing. The science behind the fires path.. ..What a truly terrible time of the year for this tragedy. Will the power company be held liable?	california_wildfires_2018_dev.tsv
1061262933295054848	@realDonaldTrump My hometown is near the Camp Fire. Many are frantically searching for missing loved ones. A town is destroyed, and THIS is what you have to say? This while brave heroes risk their lives to save people and pets! Our President has zero humanity. Zero!	california_wildfires_2018_dev.tsv
1064654192835477504	ὒ5 California Fire ὒ5 Will PG&amp;E claim responsibility after cancelling power shutdown? Ὂ580 dead ὤF✝️ Ὂ51k missing Ὂ510,500 homes destroyed #CampFire	california_wildfires_2018_dev.tsv
1066118378199310336	Twelve thousand homes burned in Paradise, and more than 4,000 other structures — but the cemetery was left untouched.	california_wildfires_2018_dev.tsv
1066532142832934912	RT @davidawaldron: Heres picture of the devastating Camp Fire, using damage inspection reports from CAL FIRE	california_wildfires_2018_dev.tsv
1062628037953343488	RT @NoraConnect: How bad was the #ParadiseFire? ⁦@CAL_FIRE⁩ #CampFire map, photos show house-by-house destruction	california_wildfires_2018_dev.tsv
1067282351443591168	The NorCal paper in the area destroyed by the Camp Fire saw its employees go missing and lose homes. Its advertisers were destroyed. Their subscribers homes: gone. So they worked 15-hour days and delivered papers to local evacuation centers, some unpaid	california_wildfires_2018_dev.tsv
1062844865589833728	An initial report from an ongoing field damage inspection in fire-ravaged Paradise, California, shows nearly all of the homes have been destroyed in an area surveyed	california_wildfires_2018_dev.tsv
1064696161355948034	DEMS CONTROLLING CALIFORNIA &amp; NO WARNING??? BEFORE FIRES CAME &amp; 6,000 HOMES DESTROYED DEATH TOTAL ONLY 25 PEEPS CAUSE FIRE IS ROARING OUT OF CONTROL IN SEVERAL COUNTIES DEMS CONTROLLED CALIFORNIA FAIL TO WORN WICKED FIRES COMING&gt;SAY NO DEMS INCOMPETENCE ON FIRES &amp; COUNTING VOTES&gt;	california_wildfires_2018_dev.tsv
1065256190727282689	Like so many things, the destruction of Californias massive Camp fire was less natural, more man made. The Camp fire burned homes but left trees standing.	california_wildfires_2018_dev.tsv
1061143948557602816	Multiple fires in California have destroyed thousands of homes and businesses.	california_wildfires_2018_dev.tsv
1063079707812552704	The California Fires have wiped out at least 400 homes, leaving parts of Malibu uninhabitable: All I own now is the clothing I was wearing that day	california_wildfires_2018_dev.tsv
1065567260415164418	NASA has released dramatic satellite images of the destructive wildfires in California. The data show the progression of the fires and how they burned homes, as well as satellite images of what they look like from space:	california_wildfires_2018_dev.tsv
1061789188130041856	WATCH: Aerial footage of the Woolsey Fire in Southern California shows the astonishing extent of the damage in the states most destructive wildfires ever. Follow the latest updates:	california_wildfires_2018_dev.tsv
