run_id	method	method_specific_params	dataset	num_given_topics	reduced	topic_num	topic_size	topic_words	word_scores	num_detected_topics	num_final_topics	duration_secs	diversity_unique	diversity_inv_rbo	coherence_npmi	coherence_v	rand_index
1658689271	nmf	{}	20news	20	False	0	372	['god', 'line', 'lord', 'output', 'christ', 'would', 'book', 'subject', 'problem', 'organization']	"[0.35922482 0.11677336 0.09995826 0.08649853 0.07853214 0.05828687
 0.05394031 0.04994392 0.04916052 0.04768127]"	20	20	315.63	0.64	0.9604776624235715	0.10323394646900093	0.645543668569171	0.7357497688249006
1658689271	nmf	{}	20news	20	False	1	1078	['drive', 'system', 'disk', 'mac', 'hard', 'problem', 'get', 'scsi', 'also', 'card']	"[0.19110679 0.15934847 0.12729228 0.11772516 0.08838037 0.07097717
 0.06276846 0.06196461 0.06153161 0.05890506]"	20	20	315.63	0.64	0.9604776624235715	0.10323394646900093	0.645543668569171	0.7357497688249006
1658689271	nmf	{}	20news	20	False	2	48	['graphic', 'file', 'pub', 'mail', 'ray', 'edu', 'send', 'object', 'archive', 'output']	"[0.18271828 0.18035357 0.11584002 0.09784896 0.09359926 0.0852916
 0.08522852 0.05847889 0.05344562 0.04719528]"	20	20	315.63	0.64	0.9604776624235715	0.10323394646900093	0.645543668569171	0.7357497688249006
1658689271	nmf	{}	20news	20	False	3	33	['max', 'pl', 'tm', 'mb', 'mr', 'mi', 'ex', 'ah', 'au', 'de']	"[0.8159625  0.06553048 0.04312151 0.02029926 0.0153413  0.01430616
 0.01004765 0.00609521 0.00528035 0.00401559]"	20	20	315.63	0.64	0.9604776624235715	0.10323394646900093	0.645543668569171	0.7357497688249006
1658689271	nmf	{}	20news	20	False	4	1262	['one', 'use', 'get', 'two', 'also', 'see', 'new', 'time', 'first', 'year']	"[0.23958214 0.09922197 0.09889965 0.09756765 0.08496281 0.0849409
 0.07721342 0.07461593 0.07438202 0.06861352]"	20	20	315.63	0.64	0.9604776624235715	0.10323394646900093	0.645543668569171	0.7357497688249006
1658689271	nmf	{}	20news	20	False	5	53	['image', 'gif', 'color', 'format', 'quality', 'software', 'pixel', 'free', 'tool', 'version']	"[0.4554292  0.10633692 0.09176287 0.08095143 0.0572476  0.04783028
 0.04336635 0.04192952 0.03791903 0.0372268 ]"	20	20	315.63	0.64	0.9604776624235715	0.10323394646900093	0.645543668569171	0.7357497688249006
1658689271	nmf	{}	20news	20	False	6	50	['available', 'ftp', 'edu', 'pub', 'version', 'format', 'graphic', 'package', 'source', 'contact']	"[0.16668422 0.14755383 0.14437622 0.10777314 0.10263709 0.08358743
 0.07079338 0.06602259 0.05688682 0.05368527]"	20	20	315.63	0.64	0.9604776624235715	0.10323394646900093	0.645543668569171	0.7357497688249006
1658689271	nmf	{}	20news	20	False	7	61	['system', 'data', 'drive', 'disk', 'support', 'feature', 'software', 'space', 'user', 'rom']	"[0.20377009 0.18552826 0.11054823 0.09016399 0.08672236 0.08299744
 0.07089174 0.05732201 0.05626632 0.05578956]"	20	20	315.63	0.64	0.9604776624235715	0.10323394646900093	0.645543668569171	0.7357497688249006
1658689271	nmf	{}	20news	20	False	8	125	['data', 'image', 'available', 'also', 'information', 'sun', 'based', 'set', 'tool', 'motif']	"[0.17385107 0.16612593 0.0996566  0.09716021 0.08929708 0.07993472
 0.07974425 0.07608997 0.07126368 0.06687649]"	20	20	315.63	0.64	0.9604776624235715	0.10323394646900093	0.645543668569171	0.7357497688249006
1658689271	nmf	{}	20news	20	False	9	4917	['would', 'know', 'writes', 'article', 'think', 'line', 'organization', 'subject', 'year', 'like']	"[0.14450969 0.11298129 0.11147275 0.11071073 0.10054508 0.09424641
 0.09257436 0.08911147 0.0796894  0.06415881]"	20	20	315.63	0.64	0.9604776624235715	0.10323394646900093	0.645543668569171	0.7357497688249006
