run_id	Document ID	Document	Real Label	Assigned Topic Num	Assignment Score
1658697170	0	'm gon na go with earthquake	earthquake	1	0.8743771910667419
1658697170	1	think we just had an earthquake	earthquake	0	0.9108380675315857
1658697170	2	who else felt that earthquake tho	earthquake	1	0.5726807713508606
1658697170	3	Bay area just had nice size earthquake	earthquake	0	0.7281048893928528
1658697170	4	my dad was ... turns out it was an earthquake	earthquake	0	0.6096590757369995
1658697170	5	earthquake	earthquake	0	0.6867833733558655
1658697170	6	..... was that an earthquake	earthquake	0	0.8961021900177002
1658697170	7	Holy shit just felt an earthquake in the California Bay Area That Warriors game is	earthquake	1	0.5358715653419495
1658697170	8	believe small earthquake just happened	earthquake	0	0.8964754939079285
1658697170	9	it was jus earthquake	earthquake	0	0.869196355342865
1658697170	10	to live and there was an earthquake way to news is to to live	earthquake	1	0.6002417802810669
1658697170	11	The last thing would be wearing if that earthquake was massive was	earthquake	0	0.9514118432998657
1658697170	12	first earthquake ever felt	earthquake	0	0.8743118047714233
1658697170	13	So it just gone be earthquake .. like right now .. ground just gon shake	earthquake	1	0.8379618525505066
1658697170	14	in before tweets	earthquake	0	0.8389843106269836
1658697170	15	Am trippin or was that an earthquake	earthquake	0	0.9222550392150879
1658697170	16	Yep That was an earthquake https	earthquake	0	0.9096329212188721
1658697170	17	The only time we ever had an earthquake at am on Saturday was the only person for it and Twitter didn https	earthquake	0	0.5119267106056213
1658697170	18	Lol earthquake	earthquake	0	0.7941094636917114
1658697170	19	was that an earthquake earthquake	earthquake	0	0.8957914113998413
1658697170	20	thank twitter for me know Im not losing my mind and that was in fact an earthquake	earthquake	0	0.3927663266658783
1658697170	21	first earthquake	earthquake	0	0.7920556664466858
1658697170	22	Good little earthquake just now in SanFrancisco	earthquake	0	0.922603964805603
1658697170	23	think there was just an earthquake in SF ..	earthquake	0	0.937152087688446
1658697170	24	Wtf was there an earthquake or trippen	earthquake	0	0.9223549365997314
1658697170	25	hi friends was that an earthquake	earthquake	0	0.9111797213554382
1658697170	26	swear there was just mini earthquake	earthquake	0	0.9112435579299927
1658697170	27	Did you feel earthquake	earthquake	1	0.8180633187294006
1658697170	28	just felt the jolt Did you feel the earthquake SanFrancisco BayArea https	earthquake	0	0.9512209296226501
1658697170	29	.... either someone is moving the building or there was just an earthquake	earthquake	0	0.9551753997802734
1658697170	30	That earthquake just scared the heck out of me	earthquake	0	0.9366270303726196
1658697170	31	Twitter to see if it was an actual earthquake	earthquake	1	0.6633704900741577
1658697170	32	Was that fucking earthquake or am	earthquake	0	0.9112374782562256
