run_id	Document ID	Document	Real Label	Assigned Topic Num	Assignment Score
1658691733	0	RT Ebola is not gon na come close to you your friends amp family members RT to claim	disease	2	0.736538525312997
1658691733	1	It 's too to watch put an infectious disease between an infectious disease doctor and Ebola	disease	2	0.641619557612395
1658691733	2	RT How the infectious disease Ebola http	disease	3	0.5116835961931792
1658691733	3	it 's all about questions will be raised re WHO post ebola	disease	2	0.6157259646477601
1658691733	4	WHO declares that has Ebola transmission within its http	disease	3	0.6613158579928873
1658691733	5	Ebola of fever pain by	disease	1	0.635628705619045
1658691733	6	Our look at ebola treatment `` was with can do during an outbreak http	disease	3	0.730378925822866
1658691733	7	Outbreak of Ebola Virus Disease in http via	disease	3	0.4871203726786791
1658691733	8	RT Read this From to Ebola The of Over Disease http http	disease	3	0.7499441961428719
1658691733	9	am disease if you contact me you will die before the next 21 days what am EBOLA	disease	1	1.0
1658691733	10	BREAKING NEWS Emergency with Ebola Symptoms http via	disease	3	0.7211897674425534
1658691733	11	lot of questions and ... should work or just na learn and not ..	disease	0	0.7290966732831415
1658691733	12	RT Hope they can disease spreading RT Ebola EbolaOutbreak in West Africa at the moment http //t…	disease	3	0.503181987436054
1658691733	13	Our is live press re patient treated at Medical for ebola symptoms http	disease	0	0.65449007451192
1658691733	14	CNN vaccine There Is experimental Ebola treatment	disease	0	0.553330572566836
1658691733	15	for to giving me the treatment like ... http	disease	0	0.535376794476381
1658691733	16	RT Ebola Nurse May Have Infected Up To 1,000 On If Disease Is Now http //…	disease	3	0.8573744764167973
1658691733	17	Hit By Ebola Liberia Now Third Treatment Center http	disease	3	0.619981254030952
1658691733	18	You guys remember the The one that were out by disease Ebola	disease	1	0.7822971554064757
1658691733	19	RT Symptoms of Ebola http	disease	3	0.8405802482888203
1658691733	20	`` no such thing as America when it comes to infectious disease '' to stop Ebola is in Africa	disease	2	0.8664826799090602
1658691733	21	RT `` CDC Now of Transmission of Ebola http ebola ''	disease	3	0.7273949888260242
1658691733	22	guys join in few questions and	disease	2	0.7491460261791636
1658691733	23	RT Symptoms of Ebola May Allah save this country http	disease	3	0.8214165734993022
1658691733	24	RT Ebola student Hospital in last night	disease	2	0.6943480898855766
1658691733	25	RT Ebola no to travel if needed Experts on disease say not most	disease	2	0.5960709256418751
1658691733	26	If ur does n't provide make sure to take some when are word is enough for the Prevention is better than cure Ebola	disease	1	0.4341314622784092
1658691733	27	RT As Africa 's health struggle to with ebola it is and other diseases that kill thousands http //…	disease	2	0.4635638725202099
1658691733	28	against using salt as Ebola treatment An with the State ... http	disease	0	0.43928770487865626
1658691733	29	CDC Ebola Questions and Answers http news	disease	0	0.5659932061522562
1658691733	30	RT Oxfam big questions about the Ebola outbreak answered http	disease	3	0.5297343152159256
1658691733	31	This my just said someone can get Ebola disease by following Jesus what hear ''	disease	1	0.5330123651116506
1658691733	32	RT for Patients Ebola ... http	disease	0	0.570687721066169
1658691733	33	big possible cure for ebola virus http	disease	0	0.615591099205376
1658691733	34	countries to check for `` signs of virus '' at international http Africa news EbolaOutbreak	disease	3	0.3965085212876064
1658691733	35	why he 's still in isolation that it 's symptoms of Ebola but it 's not Ebola bit	disease	2	0.4836775925959707
1658691733	36	RT EBOLA facts Everyone can get it contact with infected people transmission ... http //t.co…	disease	3	0.682283472313207
1658691733	37	RT cnnbrk Ebola patient `` still very '' but `` signs of '' http	disease	3	0.7068615596081057
1658691733	38	RT Questions about this new Ebola drug http	disease	3	0.8951238232569921
1658691733	39	of Dallas patient to be out of Sunday then 21 days with no symptoms of Ebola http	disease	3	0.5443873934870636
1658691733	40	New about Ebola prevention and medical http	disease	0	0.5194265040639617
1658691733	41	can please have from it would so much	disease	2	0.594272027765812
1658691733	42	Ebola disease will never catch ur or any of ur family in the ... http	disease	0	0.4313066245533657
1658691733	43	that answers that question	disease	1	0.6047605074743081
1658691733	44	RT transmission than Ebola flu travel would be http	disease	3	0.8693107227652443
1658691733	45	have question via please see thanks	disease	2	0.6108080519708602
1658691733	46	RT Reported of 1st infected nurse to hospital w/ ebola like symptoms tcot EbolaOutbreak	disease	2	0.4436597580492233
1658691733	47	RT janinebucks USA http BREAKING NEWS Ebola Outbreak 2014 treatment	disease	3	0.9364820702982894
1658691733	48	RT `` The ... of transmission in nature of Ebola virus ... '' CDCgov http	disease	0	0.5427888222141805
1658691733	49	on high alert for with Ebola symptoms Fox News Video http	disease	0	0.6413742977092458
1658691733	50	RT BREAKING Brampton Hospital treating patient who came from Africa with fever and other Ebola-like symptoms	disease	2	0.47134654546518073
1658691733	51	RT Today announced from the Texas Force on Infectious Disease WATCH http	disease	3	0.5650305750170489
1658691733	52	RT heyyouapp USA http treatment and The US and the Ebola outbreak The devastating Ebola outbreak t…	disease	0	0.5073599159686565
1658691733	53	More than 100 for Ebola symptoms in from AP Ebola http	disease	0	0.7015353058749477
1658691733	54	RT CDCgov Have questions about Ebola amp infection control CDC experts to special TODAY from ET	disease	2	0.632034742595296
1658691733	55	Infectious disease up about Ebola http	disease	3	0.5911078449647597
1658691733	56	RT `` guys 'm ebola prevention business deal in salt amp ''	disease	2	0.7199560085481087
1658691733	57	RT `` We can no just authorities we 've got to ask questions '' How abt starting w/ your	disease	2	0.6731026764094454
1658691733	58	Emergency No for Ebola virus treatment and information in India and .... http	disease	0	0.7168106935102426
1658691733	59	to 's Blog against using salt as Ebola treatment http	disease	3	0.4875653638320204
1658691733	60	Ebola outbreak in in December 2013 Now in Liberia Nigeria	disease	2	0.8131509725578766
1658691733	61	RT While the Ebola situation in the U.S. to have the disease is still out of control in West Africa htt…	disease	1	0.5581197365254553
1658691733	62	that the use of would prevent or cure Ebola virus Minister of Health	disease	1	0.8721382316643754
1658691733	63	RT Good questions RT Did the House play in the CDC on Ebola response http	disease	1	0.47514565582566526
1658691733	64	RT State Health has said that there is no outbreak of Ebola disease in the state http	disease	1	0.38277337600235795
1658691733	65	Ebola Signs Symptoms amp Prevention http	disease	3	0.6664372330069354
1658691733	66	RT What are the of for our troops and Ebola '' yourself do n't ask questions	disease	1	0.5996964609287176
1658691733	67	more can catch Ebola `` cnnbrk signs order to help fight Ebola in West Africa ''	disease	2	0.791759529573467
1658691733	68	U.S. Canada emergency use of 's Ebola treatment Reuters ... http health	disease	0	0.48769801756973774
1658691733	69	RT ebola and if you want to control the disease stop it at it 's the is out of the ... http…	disease	1	0.704829109828264
1658691733	70	RT When information is not the disease NYT http	disease	3	0.47188894466894504
1658691733	71	still do not believe EBOLA disease just end up in dead animals if it did well it was place there in Africa on EBOLA	disease	2	0.7732912301391844
1658691733	72	We have big about We have lot of people from Africa It 's so dangerous about Ebola virus disease How can do	disease	1	0.5306893884674921
1658691733	73	RT Signs in the capital center http	disease	3	0.4502000908151598
1658691733	74	RT `` and ebola are the same disease '' says is part of the cure ht…	disease	1	0.8110158086186352
1658691733	75	They both need `` '' '' Questionnier What does `` '' and `` Ebola '' have in ''	disease	2	0.5038943458328818
1658691733	76	RT FoxNews New York doctor with Ebola gets blood from aid worker who survived disease http	disease	3	0.7817861747388337
1658691733	77	is of he the whole will like is n't alone All Pak is him	disease	1	0.7281405537115113
1658691733	78	`` that you think has symptoms of Ebola ''	disease	1	0.6142479029006606
1658691733	79	RT WHO team new data on Ebola symptoms case may be infected by http //t.co…	disease	3	0.7768615744062888
1658691733	80	Their has less then us Time to look in the	disease	2	0.6675442634747081
1658691733	81	RT `` Ebola is Not an Disease '' Do n't Your Life on It -- gt http Ebola	disease	3	0.5023707880123945
1658691733	82	Ebola is an infectious disease caused by virus The virus is to people from animals and ... http	disease	0	0.7187441397540373
1658691733	83	Ebola and start to show symptoms after five days after infection	disease	2	0.7482127492468502
1658691733	84	RT Things To Know About The Disease Ebola By CNN Dr. Gupta http	disease	3	0.6800007830955397
1658691733	85	down due to student 's family having flu-like symptoms of student in class Ebola	disease	2	0.7930225950095681
1658691733	86	how people about serious issues like this ... ebola is disease .. no about it ebola	disease	0	0.7405588234831444
1658691733	87	RT BREAKING Air at Airport after Reports Ebola Symptoms http http //t.co/…	disease	3	0.9392009689352684
1658691733	88	You can also ask why it 's military has on `` disease '' as well as Ebola virus The is `` '' ...	disease	0	0.8229465860197561
1658691733	89	As of `` Please when the prevention or cure for Ebola your should let me know	disease	1	0.6710668665599955
1658691733	90	RT State of the We are businesses and infectious diseases `` '' Ebola tcot CDC	disease	1	0.6557534742123144
1658691733	91	RT Ebola `` Questionnier Next big thing in Nigeria ''	disease	2	0.6330018567366493
1658691733	92	RT 's Ebola treatment http	disease	3	0.8435936988384581
1658691733	93	Ebola Some Major ... http http	disease	3	0.5654823196544551
1658691733	94	God save us from Ebola disease	disease	1	0.5524036504527982
1658691733	95	The that started the of the use of salt and water to cure the Ebola Virus disease has	disease	1	0.8702770245686039
1658691733	96	RT Questionnier What does `` '' and `` Ebola '' have in	disease	2	0.6154098777194887
1658691733	97	RT CDCgov Check out yesterday w/ questions on Ebola Now available on http	disease	3	0.7913722669141223
1658691733	98	LIVE on Ebola questions how to keep residents health workers safe http http	disease	3	0.7420535577517628
1658691733	99	this really was the answer to the question and 'm having good day now http	disease	1	0.6388113061773442
1658691733	100	Disease .. Ebola CDCgov http	disease	3	0.6327316463192616
1658691733	101	to bring American infected ebola patients to US for treatment http	disease	2	0.512571271832813
1658691733	102	Now WHO amp Ministry of Health press to Nigeria Ebola Virus Disease free	disease	2	0.5484064237414004
1658691733	103	TO EBOLA IN http via	disease	3	0.8645689988288792
1658691733	104	RT We 've launched an urgent Ebola Appeal to raise funds to help stop the spread of the disease Donate at http //t.…	disease	1	0.5230102206957151
1658691733	105	RT ALERT CDC now of Ebola airborne transmission http	disease	3	0.8137920356052439
1658691733	106	RT in with the and Disease Control Centre currently about 30 on ebola	disease	2	0.4999832529507849
1658691733	107	Can Climate Deadly Diseases Like Ebola http	disease	3	0.7011023483315295
1658691733	108	BBC News concerns over the air transmission of Ebola http ebola medicine business	disease	1	0.5195648975970907
1658691733	109	RT Obama CDC For Outbreak Prevention Centers Ebola Diseases http	disease	3	0.8038405854093216
1658691733	110	Read 's and the question being asked is what if it 's different disease than Ebola airborne	disease	1	0.573493340437109
1658691733	111	it on why on questions	disease	1	0.5179980417857587
1658691733	112	CNN guys are too busy out the Muslim passengers to about of deadly disease Ebola cnnbrk	disease	1	0.7491694603886222
1658691733	113	So just to be more this is of There are no treatments for ebola	disease	2	0.4186718922634449
1658691733	114	Nurse With Ebola May Have Symptoms Before 17 AM ET http	disease	3	0.6719025139495891
1658691733	115	questions how the response of Obama to the Ebola will affect his health http	disease	1	0.7290271858210775
1658691733	116	or is the real question	disease	1	0.9104968595454044
1658691733	117	THE	disease	0	0.818453712815072
1658691733	118	Ebola virus prevention and transmission http	disease	0	0.5331623842588319
1658691733	119	Will 's life be cut due to 's is question far too http	disease	2	0.4826106358020411
1658691733	120	RT for Ebola prevention to in by http //t.…	disease	2	0.44054729629779715
1658691733	121	Do you know that symptoms of Ebola include fever amp For more information	disease	1	0.6189388337569754
1658691733	122	VIDEO Ebola drug questions http	disease	3	0.7070234565403766
1658691733	123	question How did this second nurse get info for is only if she Ebola	disease	0	0.841061594916138
1658691733	124	RT to Obama to to US for Treatment http tcot http	disease	3	0.49726932676171626
1658691733	125	RT The long and of treating Africa as place http via washingtonpost	disease	3	0.7139556798116302
1658691733	126	RT The we have to vaccine against Ebola is Let 's reach out to with access to info http //…	disease	2	0.6990854115767037
1658691733	127	RT Ebola is the of diseases	disease	1	0.7553957145162045
1658691733	128	Plz RT amp to prevent you from Ebola virus Prevention is better then cure http	disease	3	0.4979570229724059
1658691733	129	RT We will people on Ebola Prevention amp on Ebola	disease	3	0.347164067621276
1658691733	130	The of Ebola Virus Is	disease	0	0.4902167948628487
1658691733	131	RT WHO declares Ebola international emergency http yet another disease from Africa in http //…	disease	3	0.7581889391320248
1658691733	132	RT How is it has to do with Not with Disease Ebola Obama	disease	2	0.6484990009265815
1658691733	133	Go for Ebola if you this Symptoms http	disease	0	0.6491446176144823
1658691733	134	At first was but this Ebola thing might be the super disease that 's gon na the world	disease	1	0.9765595802197127
1658691733	135	New Ebola with disease http	disease	3	0.47795383584987916
1658691733	136	Ebola could soon be giving doctors disease test to infection in http	disease	2	0.5044316186563507
1658691733	137	`` 10 things you should know about Ebola in Nigeria An infectious disease '' http	disease	0	0.4325319065079254
1658691733	138	have made it clear In response to Ebola We are NOT ready for this disease http ''	disease	0	0.49546619418324367
1658691733	139	play at in Ebola	disease	2	0.7135642807913449
1658691733	140	RT So guess being is the to having people give enough shit to try new treatment to save your life from	disease	2	0.7242077723918136
1658691733	141	Ebola outbreak U.S. CDC on high alert By Reuters The of the U.S. Centers for Disease ... http health	disease	0	0.6760709539818431
1658691733	142	BREAKING NEWS Dead 20 Over High Salt For Ebola Prevention	disease	0	0.6801559206588648
1658691733	143	RT BREAKING NEWS Dead 20 Over High Salt For Ebola Prevention http	disease	3	0.8828904767998875
1658691733	144	RT Breaking News says two more have been confirmed to have the Ebola virus disease	disease	1	0.4890508599610322
1658691733	145	Ebola Symptoms Prevention http	disease	3	0.6510199127850705
1658691733	146	As soon as this Ebola virus disease came about people to have about the campaign	disease	1	0.6084355509136593
1658691733	147	RT Obama CDC Ebola prevention advice given in http	disease	3	0.585777055519517
1658691733	148	question over Ebola emergency fund http http	disease	3	0.7745701425833004
1658691733	149	Ebola disease not death says http	disease	3	0.5831872834030213
1658691733	150	Are Now Ebola To Get Medical Treatment http	disease	3	0.6449942381973093
1658691733	151	RT The US Centre for Disease Control CDC issued the Top Alert for Ebola Virus World http	disease	0	0.6101485762884793
1658691733	152	RT 'm less of Ebola Disease and more of my the to my	disease	1	0.5433169416455541
1658691733	153	Patient with Ebola like symptoms in Brampton Ontario http	disease	3	0.3864987738753644
1658691733	154	From to Ebola The of Over Disease http history	disease	3	0.46304862004488667
1658691733	155	As of today there are NO cases of Ebola in Disease prevention begins with you Get the facts http	disease	1	0.46658056633178774
1658691733	156	There 's no that can Ebola through the air The only of transmission is from direct	disease	1	0.7300022179468177
1658691733	157	For West Africa Following the outbreak of the deadly disease called Ebola in ... http	disease	1	0.5723717398212316
1658691733	158	RT Travel out of with Ebola cases should be The disease is already spreading to other Ebola	disease	1	0.3426164014687737
1658691733	159	People keep coming up with these symptoms of Ebola people	disease	1	0.6374560097015884
1658691733	160	500 '' Questionnier Photo of the Day To Of Ebola http ''	disease	1	0.5295182680253746
1658691733	161	RT for ebola '' Questionnier What do you wish for now ''	disease	0	0.8025363290676063
1658691733	162	RT Ebola concerns Local doctor down fear and answers questions http	disease	3	0.6656342499211226
1658691733	163	RT What 's the difference between amp They 're both dead spreading disease Ebola tcot	disease	1	0.6858587706074443
1658691733	164	RT BREAKING On International Shows Ebola Symptoms Americans to Earth	disease	2	0.632689098978699
1658691733	165	This girl n't `` '' Questionnier Will you with your is they contact Ebola ''	disease	0	0.493968202922654
1658691733	166	RT Symptoms for the 1st few days of flu and Ebola are Help the medical community amp get your now http //…	disease	1	0.5614814459705307
1658691733	167	Second American Ebola Patient in U.S. for Treatment The second of two Americans with Ebola in ... http	disease	0	0.7334100249291631
1658691733	168	The answer to all your questions is	disease	2	0.7350870051321526
1658691733	169	RT Health says person with `` Ebola-like '' symptoms came in this They do n't know yet if	disease	2	0.64106525351913
1658691733	170	RT to call Dallas Ebola cases `` outbreak '' Says this workers who `` ''	disease	2	0.5961060153274039
1658691733	171	RT CDC just put up new Prevention amp Control for Patients	disease	0	0.42297690016720674
1658691733	172	RT People who are making out of this Ebola disease just for RT 's need not everything you must	disease	3	0.4312309272004448
1658691733	173	Ebola Virus Disease Hits Island The news story is brought to you by ... http	disease	0	0.6542165278993831
1658691733	174	RT They better shut up can Ebola disease says http	disease	3	0.838758644132172
1658691733	175	RT For those in ebola and possible treatments blog post gt http	disease	3	0.4991670980029072
1658691733	176	My are to old school and giving each other Do tell them 's ready or	disease	2	1.0
1658691733	177	RT as US Ebola drug for human treatment http	disease	3	0.5589933781890978
1658691733	178	to You were your Ebola not asking the questions the	disease	1	0.8403594478862136
1658691733	179	RT ICYMI update to story North City will NOT Ebola http disease http //…	disease	3	0.8377154519812149
1658691733	180	RT have two questions Will Ebola kill everyone you love Why is the public to Ebola http //t…	disease	1	0.39472549638376286
1658691733	181	New post You should this Gov 's to on the Ebola disease http	disease	1	0.48134354123010903
1658691733	182	RT That disease called Ebola is n't no	disease	1	0.3341862226247418
1658691733	183	RT Hospital is for the isolation and treatment of potential Ebola patients by a…	disease	1	0.5836496418742902
1658691733	184	RT 11 following nurse to Dallas Love as she to to for Ebola treatment http	disease	2	0.5877430993091104
1658691733	185	RT BREAKING Hospital patient with Ebola-like symptoms http	disease	3	0.9872219567520102
1658691733	186	`` There 's nothing about Ebola Virus why do n't we Allah 's from the deadly disease instead ''	disease	1	0.8054045951008694
1658691733	187	YOU EBOLA IS NOT THE DISEASE YOU OF ... http	disease	0	0.5979958848855982
1658691733	188	of ebola hospitals low of treatment amp of symptoms raise of all	disease	1	0.5206085144094409
1658691733	189	It is that the include people for other	disease	1	0.6152398538334909
1658691733	190	RT will war end will come home will Ebola disease end under http	disease	3	0.8174566172257717
1658691733	191	RT So `` What is this can Spread Ebola Prevention news but Spread God 's ..... ''	disease	2	0.27224934119585625
1658691733	192	If Ebola were to be disease people wo n't mind	disease	2	0.7386629002001246
1658691733	193	RT Ebola drug safety and questions http	disease	3	0.7231481692830377
1658691733	194	RT Ebola symptoms are not very at first We 've got to have high level of but do n't be	disease	2	0.4973217236687657
1658691733	195	Ebola Two Nurse Woman from Treatment Centre Four http	disease	3	0.719427523373393
1658691733	196	RT From CDC Ebola person infected with Ebola is not contagious until symptoms http	disease	3	0.5342707520156462
1658691733	197	RT Health The woman has no other symptoms and her fever has now Ebola	disease	0	0.46756420278087607
1658691733	198	RT confirmed Ebola cases in Nigeria as One nurse dies of the disease treatment in an in	disease	2	0.5691863377801003
1658691733	199	If bodies are made available for AND DISEASE then amp have reached	disease	0	0.7898544116777911
1658691733	200	Ebola treatment sparks http	disease	3	0.6733841087442441
1658691733	201	against ebola hot salt water with hot salt water ...	disease	0	1.0
1658691733	202	RT An Ebola survivor what it 's like to have the disease http	disease	3	0.38780474561328193
1658691733	203	New York Hospital Patient for Ebola New York patient who had symptoms after ... http	disease	0	0.8852749109979766
1658691733	204	RT So there 's no public about people spreading diseases we once thought but	disease	2	0.482351159812417
1658691733	205	Like this infectious diseases from guardian Thank you to for ebola http	disease	0	0.39851508833641436
1658691733	206	RT Ebola treatment something good from http	disease	3	0.8976375113282328
1658691733	207	Ebola is an disease We 're up treatment centre in to help prevent more deaths http	disease	2	0.5145641648373189
1658691733	208	Ebola New Treatment Center http	disease	3	0.7143511467172603
1658691733	209	Dallas nurse even if called CDC before flight you had symptoms ur part of also Ebola	disease	1	0.6110294555219703
1658691733	210	RT now all the no go get ... When their food too go say na Ebola prevention	disease	1	0.6113002098603214
1658691733	211	Three of getting the full treatment The http	disease	1	0.4801986263635064
1658691733	212	RT Ebola Breaking happening right now outside these signs http //t…	disease	3	0.9119518289079914
1658691733	213	RT The difficult of Ebola is an but many more still die of other diseases gt http…	disease	3	0.43333580161874413
1658691733	214	WHO created amp spread in Africa RT Ebola treatments how about http	disease	3	0.5886639189049216
1658691733	215	Africa An Ebola Treatment An experimental medicine made by ... http	disease	0	0.6503575922442667
1658691733	216	RT latimes with Ebola special treatment and access to experimental drug expert says http	disease	3	0.5049335850259359
1658691733	217	RT nature has it 's Ebola West Virus etc The of Disease http	disease	3	0.6440691959000835
1658691733	218	RT for prevention of Ebola 30	disease	0	0.34894621630373296
1658691733	219	Questionnier are known for Ebola	disease	0	0.8465515637874664
1658691733	220	RT NBCNews Ontario hospital treating patient with Ebola-like symptoms who was recently in Nigeria http	disease	3	0.5823430138967649
1658691733	221	be with that deadly Ebola Disease Stay away from blood etc	disease	0	0.4765579236325563
1658691733	222	Man from with Ebola symptoms in 's hospital http	disease	3	0.39099636411382127
1658691733	223	has and in place for responding to infectious disease preparedness Ebola	disease	2	0.626268171712573
1658691733	224	Ebola virus disease of in the Ebola http	disease	1	0.4393971704235312
1658691733	225	man being treated for Ebola-like symptoms dies in Saudi Arabia in what could be the latest outbreak 's first ... http	disease	0	0.5688669017909532
1658691733	226	RT US sending more than 50 disease to West Africa to help Ebola outbreak http	disease	2	0.5307589332922639
1658691733	227	RT Watch Ebola http	disease	3	0.9595927804791848
1658691733	228	is on treatment campaign and says nothing about this billion Ebola	disease	0	0.5810440390567966
1658691733	229	many are trying to for deadly disease as `` '' No it 's just ebola	disease	2	0.5411130940848196
1658691733	230	RT woman of being in after of Ebola-like symptoms http	disease	3	0.6800023563469924
1658691733	231	Signs you 've had good night out you wake up having http	disease	3	0.7379874646573064
1658691733	232	RT taking care of yourself all these years making sure you do n't get only to be killed by Ebola disease	disease	2	0.45478672220938
1658691733	233	amp That 's Why Do n't	disease	2	0.8885874083567455
1658691733	234	RT `` So we can spread prevention measures for Ebola virus but ca n't spread Jesus the cure to the world 's http…	disease	1	0.6538598798217418
1658691733	235	when people ask and questions	disease	2	0.5982611764861331
1658691733	236	FOR EBOLA https	disease	2	0.7993033209939758
1658691733	237	RT On Ebola treatments `` We do n't know if they work and we ca n't have them in numbers '' -- CDCgov	disease	2	0.6636397607187475
1658691733	238	RT Texas nurse with Ebola arrives in Atlanta for treatment http	disease	3	0.3992698297460533
1658691733	239	Health In Australia the risk of getting the Ebola disease is	disease	1	0.92565056129793
1658691733	240	meeting the team today thanks for great questions about my campaign in http	disease	0	0.43197996764168806
1658691733	241	RT our on blood Ebola survivors as treatment in https	disease	2	0.5988209582844463
1658691733	242	RT AFP BREAKING with Ebola in for treatment government	disease	2	0.5048626904955725
1658691733	243	believe Ebola is have it yet so not worried amp should other diseases ur more likely to get	disease	2	0.7339807266915054
1658691733	244	RT BREAKING need to what is `` '' not We need facts on how this disease is	disease	2	0.6215189078710242
1658691733	245	RT President have to patient that comes into hospital w/ Ebola like symptoms	disease	2	0.6282460005749321
1658691733	246	RT CDCgov CDC is already taking to hospital preparedness for Ebola treatment http	disease	0	0.3741899385850165
1658691733	247	We can all we want even their are but they 've been coming through lot recently	disease	2	0.6959904106419196
1658691733	248	RT Canada Patient with Symptoms for Ebola The first in The ... http /…	disease	0	0.7350515880564646
1658691733	249	now the real question is which or do use	disease	1	0.8977014856758497
1658691733	250	RT Ebola Symptoms http	disease	3	0.9263475869397048
1658691733	251	near say patient has Ebola-like symptoms http	disease	3	0.7538050303428144
1658691733	252	RT BREAKING Patient with Ebola symptoms forces Air plane carrying into at Airport http	disease	3	0.8605345807239079
1658691733	253	25 of his set on from last night check it out https	disease	1	0.5900256532691616
1658691733	254	At on An look infectious disease as the hospital for Ebola http	disease	0	0.47030579483597035
1658691733	255	ebola in PM -- -- WHO OF EBOLA TO THE ...	disease	0	0.5594374434252711
1658691733	256	Here safe in Liberia will the Ebola Treatment in	disease	2	0.570177396637623
1658691733	257	Woman survivors of EBOLA THE DISEASE	disease	1	0.5361315027624748
1658691733	258	RT But my question How did someone who was to be Ebola sick leave country by on Africa is	disease	2	0.6216223571089422
1658691733	259	RT Ebola Questions Watch Answers Obama 's With Ebola To US .. ht…	disease	3	0.31075743002699174
1658691733	260	BBCWorld asked what makes ppl go to where ebola is killing ppl this answer your question	disease	2	0.905404980828922
1658691733	261	Ebola from today Ebola from virus disease it much disease reach epidemic levels	disease	0	0.5162424269841336
1658691733	262	This ebola disease me	disease	1	0.5403603026758353
1658691733	263	The Man survivor of the disease http	disease	1	0.4799224539031551
1658691733	264	RT RT_com Obama Ebola is only spread by direct contact with of patient showing symptoms LIVE http	disease	3	0.6479269670401339
1658691733	265	CDCgov 's Dr. says did not have any of the Ebola symptoms while she was in	disease	1	0.519394137979564
1658691733	266	RT confirms woman is being treated for Ebola like symptoms The patient has n't yet been but the hospital	disease	1	0.5018773121948691
1658691733	267	Dr. Ebola Patients Should NOT Be In The United States for Treatment http	disease	0	0.804642287707883
1658691733	268	An Disease In the of Ebola Who and Who http	disease	1	0.4798280971056631
1658691733	269	Dr outbreak of Ebola virus disease public health emergency for potential spread http	disease	0	0.5578128514105878
1658691733	270	RT WHO to the outbreak Ebola was disease and information is http	disease	1	0.34566158972135225
1658691733	271	How did they even name disease What even is an ebola	disease	0	0.6328074812869847
1658691733	272	RT Ebola patients have recovered in our treatment in amp http http	disease	3	0.5274249708234215
1658691733	273	'll ask the same question to you after you play	disease	1	0.5724421512379876
1658691733	274	RT From the World Health WHO asked questions on Ebola virus disease http	disease	1	0.46678369275829096
1658691733	275	RT 12 Ebola questions we 've answered for you http	disease	3	0.5094398225942873
